prodcode	productname
30861	INSULIN ZINC HUMAN SUSPENSION
24485	INSULIN ZINC ANIMAL SUSPENSION
83212	GlucoRx Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (GlucoRx Ltd)
5276	Glimepiride 1mg tablets
45045	NovoTwist hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (Novo Nordisk Ltd)
83483	Glipizide 5mg tablets (Almus Pharmaceuticals Ltd)
41898	GLIBENCLAMIDE
89322	Wegovy FlexTouch 0.25mg/0.37ml solution for injection 1.5ml pre-filled pens (Novo Nordisk Ltd)
44250	Metformin 500mg/5ml Oral solution (Hillcross Pharmaceuticals Ltd)
28588	Hypurin Bovine Isophane 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)
68415	Gliclazide 30mg modified-release tablets (Phoenix Healthcare Distribution Ltd)
6554	Autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units (Owen Mumford Ltd)
71428	Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Waymade Healthcare Plc)
43568	ClikSTAR hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Silver (Sanofi)
31212	Gliclazide 80mg tablets (Actavis UK Ltd)
89141	Gliclazide 40mg tablets (Medreich Plc)
63823	Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices
84213	Zicron PR 30mg tablets (Bristol Laboratories Ltd)
89061	NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Novo Nordisk Ltd)
11737	Metformin with rosiglitazone 1000mg + 4mg Tablet
77437	Amaryl 1mg tablets (Sigma Pharmaceuticals Plc)
17706	Minodiab 2.5mg tablets (Pfizer Ltd)
35454	GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (GlucoRx Ltd)
48633	GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (GlucoRx Ltd)
13622	Hypurin porcine neutral 100unit/ml Injection (C P Pharmaceuticals Ltd)
5953	Insulin glargine 100iu/ml Injection
7267	NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)
10277	Humulin M3 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)
7815	METFORMIN 800 MG TAB
80810	Bydureon BCise 2mg/0.85ml prolonged-release suspension for injection pre-filled pens (AstraZeneca UK Ltd)
90667	Tirzepatide 12.5mg/0.6ml solution for injection 2.4ml pre-filled disposable devices
91411	Diavic 6mg/ml solution for injection 3ml pre-filled pens (Sun Pharma UK Ltd)
55687	Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices
43833	ClikSTAR hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Blue (Sanofi)
8483	MONOJECT INSULIN NEEDLES
39598	Metformin 1g modified-release tablets
54480	Forxiga 5mg tablets (AstraZeneca UK Ltd)
10207	Insulin isophane human 100units/ml suspension for injection 3ml cartridges
39560	Bolamyn SR 500mg tablets (Teva UK Ltd)
14928	Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)
29953	Apidra 100units/ml solution for injection 3ml OptiClik cartridges (Sanofi)
14887	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
53288	Gliclazide 30mg modified-release tablets (A A H Pharmaceuticals Ltd)
86376	NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Red (Novo Nordisk Ltd)
57830	Gliclazide 30mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)
52232	Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units
30236	Isophane insulin 100iu/ml Injection
50087	Januvia 50mg tablets (Merck Sharp & Dohme (UK) Ltd)
49479	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge
76988	NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Sigma Pharmaceuticals Plc)
14330	Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices
74888	GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Neon Diagnostics Ltd)
11604	Rosiglitazone 1mg / Metformin 500mg tablets
16602	Calabren 2.5mg Tablet (Berk Pharmaceuticals Ltd)
3252	METFORMIN HCl 500 MG TAB
75651	4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Nipro Diagnostics (UK) Ltd)
72187	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (B.Braun Medical Ltd)
59385	Vipdomet 12.5mg/1000mg tablets (Takeda UK Ltd)
11521	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.4mm/27gauge
5967	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.33mm/29gauge
86117	Amglidia 0.6mg/ml oral suspension with 1ml oral syringe (Bioprojet UK Ltd)
74970	Pur-n Isophane 100unit/ml Injection (C P Pharmaceuticals Ltd)
34713	Insulin 1 ml syringe
14642	Bd m 0.3ml Insulin syringe with 29gauge needle 12mm (Becton, Dickinson UK Ltd)
40555	HumaPen Memoir hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units (Eli Lilly and Company Ltd)
36066	Insulin isophane bovine 100units/ml suspension for injection 3ml cartridges
21892	Diaglyk 80mg tablets (Ashbourne Pharmaceuticals Ltd)
8203	Penmix 50/50 100iu/ml Penfill (Novo Nordisk Ltd)
51135	Metformin 500mg modified-release tablets (A A H Pharmaceuticals Ltd)
58745	GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (GlucoRx Ltd)
1965	Tolbutamide 500mg tablets
21583	Apidra 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi)
57564	Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc)
70910	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (B.Braun Medical Ltd)
31205	Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)
70422	AllStar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Purple (Sanofi)
83476	Acarbose 100mg tablets (A A H Pharmaceuticals Ltd)
22697	Insulin isophane biphasic human 50/50 100units/ml suspension for injection 1.5ml cartridges
83089	Glyxambi 10mg/5mg tablets (Boehringer Ingelheim Ltd)
1844	Ultratard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)
15374	Gliclazide 40mg/5ml oral suspension
34917	Metformin 500mg tablets (Teva UK Ltd)
66854	Vokanamet 50mg/1000mg tablets (A. Menarini Farmaceutica Internazionale SRL)
10566	INSULIN HUMULIN M CARTRIDGE 100 I/U
44251	Insulin zinc suspension mixed porcine 100unit/ml Injection
60681	Vipidia 12.5mg tablets (Takeda UK Ltd)
13550	INSULIN BP 100 I/U
90264	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge (Spirit Healthcare Ltd)
89850	Metformin 1g modified-release tablets (Amarox Ltd)
89414	Metformin 500mg modified-release tablets (Somex Pharma)
5121	BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge (Becton, Dickinson UK Ltd)
20810	METFORMIN
23993	Insuman Rapid 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi)
54203	Forxiga 10mg tablets (AstraZeneca UK Ltd)
77777	4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (Nipro Diagnostics (UK) Ltd)
43065	Gliclazide 40mg tablets
6233	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge (Ypsomed Ltd)
76728	Semglee 100units/ml solution for injection 3ml pre-filled pens (Biosimilar Collaborations Ireland Ltd)
69658	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (B.Braun Medical Ltd)
84602	Diamicron 30mg MR tablets (Dowelhurst Ltd)
28101	Insulin glulisine 100units/ml solution for injection 10ml vials
27396	Insulin soluble porcine 100units/ml solution for injection 10ml vials
4199	Humulin m1 100unit/ml M1 injection (Eli Lilly and Company Ltd)
16213	METFORMIN 250 MG TAB
8646	INSULIN ZINC CRYSTALLINE susp 100 I/U INJ
9376	Insulin zinc suspension crystalline human pyr 100unit/ml long acting Injection
1591	U100 Insulin syringe 1ml
13036	Unifine hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm needle 0.33mm/29gauge (Owen Mumford Ltd)
80678	Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (CST Pharma Ltd)
90200	Tirzepatide 10mg/0.6ml solution for injection 2.4ml pre-filled disposable devices
84014	Metformin 1g tablets
63046	Pioglitazone 45mg tablets (A A H Pharmaceuticals Ltd)
66454	BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Becton, Dickinson UK Ltd)
4426	CHLORPROPAMIDE 500 MG TAB
53710	Insulin human 500units/ml solution for injection 20ml vials
21459	SYRINGE INSULIN U100 S/U+8MM NEEDLE
27151	SYRINGE INSULIN U100 S/U+8MM NEEDLE
57147	Bolamyn SR 1000mg tablets (Teva UK Ltd)
50798	Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units
16866	Unifine hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm needle 0.33mm/29gauge (Owen Mumford Ltd)
26060	Insulin lispro 100units/ml solution for injection 10ml vials
2321	Insulin 0.5ml disposable syringe
83632	Dulaglutide 4.5mg/0.5ml solution for injection pre-filled disposable devices
9834	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge (Ypsomed Ltd)
18208	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge
8354	INSULIN ISOPHANE 70%/NEUTRAL 30% 100 I/U INJ
34004	Metformin 500mg tablets (IVAX Pharmaceuticals UK Ltd)
76922	Insulin isophane biphasic human 15/85 100units/ml suspension for injection 3ml pre-filled disposable devices
76223	HaemoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge (HTL-STREFA S.A.)
87687	InSu/Light hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 13mm needle 0.33mm/29gauge (Medicure Scientific Ltd)
39150	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge
55739	Metformin 500mg tablets (Tillomed Laboratories Ltd)
72107	Meijumet 500mg modified-release tablets (Medreich Plc)
735	Metformin 100mg/ml Oral solution
72862	GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge (GlucoRx Ltd)
5250	Insulin biphasic lispro human prb 25:75; 100 units/ml Injection
82473	Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Waymade Healthcare Plc)
60682	Vipidia 25mg tablets (Takeda UK Ltd)
56489	NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc)
16160	Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)
11056	Insulin biphasic isophane human pyr 30:70; 100 units/ml Injection
5933	Mixtard 50 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)
60933	Humulin M3 100units/ml suspension for injection 10ml vials (Sigma Pharmaceuticals Plc)
10133	U100 Insulin syringe 1ml
68819	Gliclazide 80mg tablets (Bristol Laboratories Ltd)
19977	Omnican 50 hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm needle 0.3mm/30gauge (B.Braun Medical Ltd)
68389	Metformin 500mg/5ml oral solution sugar free (Pinewood Healthcare)
76880	Microdot Max Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Cambridge Sensors Ltd)
40693	Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices
79512	4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Nipro Diagnostics (UK) Ltd)
76512	Insulin biphasic isophane human emp 30:70; 100 units/ml Injection
50691	Human Mixtard 20 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)
20995	Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)
90367	Mounjaro KwikPen 15mg/0.6ml solution for injection 2.4ml pre-filled pens (Eli Lilly and Company Ltd)
547	Glipizide 2.5mg tablets
11346	B-d u-100 0.3ml Insulin syringe (Becton, Dickinson UK Ltd)
8034	Diabinese 100mg Tablet (Pfizer Ltd)
63704	NovoPen 5 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Silver (Novo Nordisk Ltd)
77012	Humalog 100units/ml solution for injection 10ml vials (DE Pharmaceuticals)
22614	DAONIL 10 MG TAB
13009	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.36mm/28gauge
63516	Forxiga 10mg tablets (Waymade Healthcare Plc)
90126	Tirzepatide 2.5mg/0.6ml solution for injection 2.4ml pre-filled disposable devices
81491	Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Cambridge Sensors Ltd)
67279	Pork Insulatard 100units/ml suspension for injection 10ml vials (Waymade Healthcare Plc)
56352	HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Green (Eli Lilly and Company Ltd)
34697	Metformin 850mg tablets (Wockhardt UK Ltd)
61756	Empagliflozin 10mg tablets
78293	Alogliptin 12.5mg / Metformin 1g tablets (Colorama Pharmaceuticals Ltd)
14345	Apidra 100units/ml solution for injection 3ml cartridges (Sanofi)
88761	Mounjaro 5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)
69370	Synjardy 5mg/850mg tablets (Boehringer Ingelheim Ltd)
52449	Linagliptin 2.5mg / Metformin 850mg tablets
65495	Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (A. Menarini Diagnostics Ltd)
25678	Glucamet 500mg Tablet (Opus Pharmaceuticals Ltd)
55767	Lyxumia 10micrograms/20micrograms treatment initiation pack (Sanofi)
1589	U100 Insulin syringe 0.5ml
14649	Insulin biphasic isophane human pyr 10:90; 100 units/ml Injection
38774	NovoPen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Blue (Novo Nordisk Ltd)
21945	INSULIN PORK INSULATARD
56808	Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (B.Braun Medical Ltd)
69669	Gliclazide 160mg/5ml oral suspension
9619	Bd Ultra Pen 1.5ml Insulin pen (Becton, Dickinson UK Ltd)
55618	Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pens (Waymade Healthcare Plc)
8118	Humaject i 100iu/ml Pen (Eli Lilly and Company Ltd)
62824	Metformin 1g modified-release tablets (Actavis UK Ltd)
84037	Lyumjev Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)
23636	Insulin 1ml disposable syringe
89776	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Spirit Healthcare Ltd)
71369	NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)
4248	INSULIN NOVO ULTRATARD MC 100 I/U INJ
43465	Zicron 40mg tablets (Bristol Laboratories Ltd)
41593	Glibenclamide 2.5mg tablets (Teva UK Ltd)
68258	Alogliptin 25mg tablets (Colorama Pharmaceuticals Ltd)
7409	Amaryl 3mg tablets (Zentiva Pharma UK Ltd)
89618	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Spirit Healthcare Ltd)
82909	Semaglutide 14mg tablets
17731	Penmix 50/50 100iu/ml Injection (Novo Nordisk Ltd)
35260	Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)
28978	INSULIN PUR-IN MIX 15/85 100 I/U INJ
479	Acarbose 50mg tablets
11337	NovoRapid Novolet 100units/ml solution for injection (Novo Nordisk Ltd)
66335	Insulin biphasic isophane porcine 50:50; 100 units/ml Injection
7237	Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi)
38355	Metformin 750mg modified-release tablets
2812	Mixtard 40 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)
83186	Neulente 100unit/ml Injection (Wellcome Medical Division)
90569	Admelog 100units/ml solution for injection 10ml vials (Sanofi)
35218	Optipen pro 1 yellow insulin pen 3ml/1-60 units 3ml/1-60 units Insulin pen (Aventis Pharma)
60609	Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Spirit Healthcare Ltd)
20195	INSULIN BOVINE PROTAMINE ZINC 40 I/U INJ
14313	Insulin lispro 100units/ml solution for injection 3ml cartridges
35150	Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens (AstraZeneca UK Ltd)
76624	Semaglutide 1mg/0.74ml solution for injection 3ml pre-filled disposable devices
29837	Insulin biphasic isophane human prb 25:75; 100 units/ml Injection
2454	Mixtard 30 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)
6831	HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Teal (Eli Lilly and Company Ltd)
64354	Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Sanofi)
27125	Starlix 180mg tablets (Novartis Pharmaceuticals UK Ltd)
1806	Penmix 30/70 100iu/ml Penfill (Novo Nordisk Ltd)
5627	Gliclazide 30mg modified-release tablets
14918	Humulin I 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)
25736	Insulin isophane biphasic human 10/90 100units/ml suspension for injection 3ml cartridges
69947	Albiglutide 30mg powder and solvent for solution for injection pre-filled disposable devices
55627	Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Spirit Healthcare Ltd)
58882	Gliclazide 120mg/5ml oral suspension
14339	Hypurin Bovine Neutral 100units/ml solution for injection 10ml vials (Wockhardt UK Ltd)
83706	Rybelsus 14mg tablets (Novo Nordisk Ltd)
40642	Victoza 6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)
23	Metformin 500mg tablets
87891	Metformin 500mg modified-release tablets (Amarox Ltd)
70744	Metformin 500mg/5ml oral solution sugar free (Advanz Pharma)
21564	Gliclazide 80mg tablets (Wockhardt UK Ltd)
28723	INSULIN ZINC BOVINE SUSPENSION
7325	Avandamet 4mg/1000mg tablets (GlaxoSmithKline UK Ltd)
23231	Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges (Wockhardt UK Ltd)
52522	Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (DE Pharmaceuticals)
80828	Gliclazide 30mg/5ml oral suspension
1254	Glibenclamide 5mg tablets
55603	Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (DE Pharmaceuticals)
90068	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Spirit Healthcare Ltd)
322	Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly and Company Ltd)
60012	Dapagliflozin 5mg / Metformin 1g tablets
469	Rosiglitazone 4mg tablets
7266	Lantus 100units/ml solution for injection 3ml cartridges (Sanofi)
55907	Insulin degludec 100units/ml solution for injection 3ml cartridges
71665	Glimepiride 3mg tablets (Alliance Healthcare (Distribution) Ltd)
60967	Nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge (Terumo UK Ltd)
48576	BD AutoShield Duo hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Becton, Dickinson UK Ltd)
29567	Insulin aspart 100units/ml solution for injection 10ml vials
23003	INSULIN ISOPHANE (NPH) 40 I/U
75550	Insulin isophane biphasic human 15/85 100units/ml suspension for injection 5ml vials
54973	Saxagliptin 2.5mg / Metformin 850mg tablets
48501	HumaPen Luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Champagne (Eli Lilly and Company Ltd)
12060	INSULIN QUICKSOL (SOLUBLE NEUTRAL) 100 I/U INJ
62904	Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices
53478	Metformin 500mg modified-release tablets (Kent Pharma (UK) Ltd)
69654	Qtern 5mg/10mg tablets (AstraZeneca UK Ltd)
34031	Monotard mc 100unit/ml Injection (Novo Nordisk Ltd)
16152	Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml cartridges
28442	Insulin glulisine 100unit/ml Solution for injection
52722	Human Mixtard 30 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)
89378	Wegovy FlexTouch 1.7mg/0.75ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)
62180	Insulin aspart 100units/ml solution for injection 1.6ml cartridges
40110	Glucophage 500mg oral powder sachets (Merck Serono Ltd)
54462	Insulin biphasic isophane human emp 25:75; 100 units/ml Injection
22987	Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge
6209	NovoRapid 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)
65563	Pioglitazone 15mg tablets (Alliance Healthcare (Distribution) Ltd)
5769	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.4mm/27gauge
75329	Insulin lispro Sanofi 100units/ml solution for injection 3ml pre-filled pens (Sanofi)
34323	Metformin 500mg tablets (A A H Pharmaceuticals Ltd)
27911	INSULIN HUMAN ACTRAPID PENFILL
25006	INSULIN HUMAN ACTRAPID (NEUTRAL)
6753	Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units Green (Novo Nordisk Ltd)
6447	Insulin aspart human pyr 100 iu/ml Injection
80676	Bilxona 60mg modified-release tablets (Accord-UK Ltd)
35017	Optipen pro 1 white insulin pen 3ml/1-60 units 3ml/1-60 units Insulin pen (Aventis Pharma)
34932	Gliclazide 80mg tablets (Genus Pharmaceuticals Ltd)
22946	Omnican 100 hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.3mm/30gauge (B.Braun Medical Ltd)
14930	Hypurin Porcine Neutral 100units/ml solution for injection 3ml cartridges (Wockhardt UK Ltd)
34676	Glibenclamide 2.5mg tablets (A A H Pharmaceuticals Ltd)
86448	NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Blue (Novo Nordisk Ltd)
63118	NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Diabetes Care Technology Ltd)
80506	4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Nipro Diagnostics (UK) Ltd)
59846	Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge (Ypsomed Ltd)
36356	Insulin human 3mg inhalation powder blisters
48811	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Owen Mumford Ltd)
22496	INSULIN ZINC LENTE PURIFIED SUSPENSION
4198	Humulin m3 100unit/ml M3 injection (Eli Lilly and Company Ltd)
1594	Actrapid NovoLet 100units/ml solution for injection (Novo Nordisk Ltd)
11760	Metformin with rosiglitazone 1000mg + 2mg Tablet
55413	Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices
80647	Metuxtan SR 500mg tablets (Accord-UK Ltd)
9748	Repaglinide 2mg tablets
60495	Gliclazide 80mg tablets (Teva UK Ltd)
4862	Diabetamide 2.5mg tablets (Ashbourne Pharmaceuticals Ltd)
77753	Meijumet 1000mg modified-release tablets (Medreich Plc)
78258	Pioglitazone 15mg/5ml oral suspension
38551	Eucreas 50mg/1000mg tablets (Novartis Pharmaceuticals UK Ltd)
8838	INSULIN SEMITARD 40 I/U INJ
1587	Monotard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)
90668	Tirzepatide 15mg/0.6ml solution for injection 2.4ml pre-filled disposable devices
5789	Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge
2220	Penmix 20/80 Pen (Novo Nordisk Ltd)
33356	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge
61957	Gliclazide 40mg tablets (A A H Pharmaceuticals Ltd)
41959	Penject 100unit/ml Injection device (Hypoguard Ltd)
5636	Glipizide 5mg tablets
14644	Insulin biphasic isophane human prb 20:80; 100 units/ml Injection
67230	Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (Waymade Healthcare Plc)
80878	NovoPen Echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units Blue (Novo Nordisk Ltd)
60951	Insulin human 100units/ml solution for injection 10ml vials
89481	Semaglutide 1mg/0.75ml solution for injection 3ml pre-filled disposable devices
23992	Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)
84649	Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Owen Mumford Ltd)
77762	Ertugliflozin 5mg tablets
321	INSULIN HUMAN ACTRAPID (NEUTRAL) 40 I/U INJ
71137	Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials (Waymade Healthcare Plc)
66447	BD Viva hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Becton, Dickinson UK Ltd)
70463	Synjardy 12.5mg/850mg tablets (Boehringer Ingelheim Ltd)
55728	Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi)
59005	Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Ypsomed Ltd)
89962	Tirzepatide 5mg/0.5ml solution for injection pre-filled disposable devices
61925	NovoNorm 500microgram tablets (Waymade Healthcare Plc)
58961	Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Ypsomed Ltd)
64460	Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices
57659	Pioglitazone 30mg tablets (Actavis UK Ltd)
58578	Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd)
59004	Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Ypsomed Ltd)
70807	AllStar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Teal (Sanofi)
11878	Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge
71958	AllStar Pro hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Blue (Sanofi)
81916	Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (Owen Mumford Ltd)
10208	Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)
54764	Gliclazide 80mg tablets (Arrow Generics Ltd)
34563	Glibenclamide 5mg tablets (Wockhardt UK Ltd)
43991	Humulin M3 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)
34802	Glipizide 5mg tablets (IVAX Pharmaceuticals UK Ltd)
49052	Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Owen Mumford Ltd)
