"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Antidiabetic"	"group"
"2917241000033114"	"Hypurin Porcine Isophane 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2917341000033116"	"Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2952841000033116"	"Actrapid 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2952941000033112"	"Actrapid NovoLet 100units/ml solution for injection"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2953041000033119"	"Actrapid Penfill 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2953141000033115"	"Insulatard NovoLet 100units/ml suspension for injection"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2953241000033110"	"Insulatard 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2953341000033117"	"Insulatard Penfill 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2953441000033111"	"Mixtard 10 NovoLet 100units/ml suspension for injection"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"90.000unit/1.000ml + 90.000unit/1.000ml + 10.000unit/1.000ml + 10.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2953541000033112"	"Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"90.000unit/1.000ml + 90.000unit/1.000ml + 10.000unit/1.000ml + 10.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2953641000033113"	"Mixtard 20 NovoLet 100units/ml suspension for injection"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"80.000unit/1.000ml + 80.000unit/1.000ml + 20.000unit/1.000ml + 20.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2953741000033116"	"Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"80.000unit/1.000ml + 80.000unit/1.000ml + 20.000unit/1.000ml + 20.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2953841000033114"	"Mixtard 30 NovoLet 100units/ml suspension for injection"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2953941000033118"	"Mixtard 30 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2954041000033116"	"Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2954141000033117"	"Mixtard 40 NovoLet 100units/ml suspension for injection"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"60.000unit/1.000ml + 60.000unit/1.000ml + 40.000unit/1.000ml + 40.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2954241000033112"	"Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"60.000unit/1.000ml + 60.000unit/1.000ml + 40.000unit/1.000ml + 40.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2954341000033119"	"Mixtard 50 NovoLet 100units/ml suspension for injection"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2954441000033113"	"Mixtard 50  Injection  100 units/ml, 10 ml vial"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"2954541000033114"	"Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2954641000033110"	"Velosulin 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2954741000033118"	"Monotard 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2954841000033111"	"Ultratard 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"2995141000033110"	"Avandamet 1mg/500mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin/Rosiglitazone"	"500.000mg + 1.000mg"	NA	"Metformin/Rosiglitazone"	"Metformin, Other"
"2995241000033115"	"Avandamet 2mg/500mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin/Rosiglitazone"	"500.000mg + 2.000mg"	NA	"Metformin/Rosiglitazone"	"Metformin, Other"
"2995941000033112"	"Pioglitazone 45mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pioglitazone"	"45.000mg"	"06010203"	"Pioglitazone"	"Other"
"2996041000033119"	"Actos 45mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pioglitazone"	"45.000mg"	NA	"Pioglitazone"	"Other"
"3111041000033116"	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"21010900"	"Insulin"	"Insulin"
"3111141000033117"	"U100 Insulin Sterile, Single Use  Syringes with 8mm needles  1 ml, 0.33 mm/29g"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"3111241000033112"	"U100 Insulin Sterile, Single Use  Syringes with 8mm needles  0.3 ml, 0.33 mm/29g"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"3111341000033119"	"U100 Insulin Sterile, Single Use  Syringes with 8mm needles  0.5 ml, 0.33 mm/29g"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"3136941000033116"	"Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"06010102"	"Insulin"	"Insulin"
"3137041000033115"	"Insulin detemir 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"06010102"	"Insulin"	"Insulin"
"3137141000033116"	"Levemir Penfill 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"3137241000033111"	"Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"3141641000033116"	"BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"3191341000033115"	"Rosiglitazone 1mg / Metformin 500mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin/Rosiglitazone"	"500.000mg + 1.000mg"	"06010203"	"Metformin/Rosiglitazone"	"Metformin, Other"
"3191441000033114"	"Rosiglitazone 2mg / Metformin 500mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin/Rosiglitazone"	"500.000mg + 2.000mg"	"06010203"	"Metformin/Rosiglitazone"	"Metformin, Other"
"3200541000033116"	"Rosiglitazone 2mg / Metformin 1g tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin/Rosiglitazone"	"1.000gram + 2.000mg"	"06010203"	"Metformin/Rosiglitazone"	"Metformin, Other"
"3200641000033115"	"Rosiglitazone 4mg / Metformin 1g tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin/Rosiglitazone"	"1.000gram + 4.000mg"	"06010203"	"Metformin/Rosiglitazone"	"Metformin, Other"
"3200741000033112"	"Avandamet 2mg/1000mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin/Rosiglitazone"	"1.000gram + 2.000mg"	NA	"Metformin/Rosiglitazone"	"Metformin, Other"
"3200841000033119"	"Avandamet 4mg/1000mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin/Rosiglitazone"	"1.000gram + 4.000mg"	NA	"Metformin/Rosiglitazone"	"Metformin, Other"
"3228141000033117"	"Metformin 500mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	"06010202"	"Metformin"	"Metformin"
"3228241000033112"	"Glucophage SR 500mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"	"Metformin"
"3277741000033118"	"Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"06010101"	"Insulin"	"Insulin"
"3333841000033113"	"Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"3345641000033114"	"Insulin glulisine 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"06010101"	"Insulin"	"Insulin"
"3345741000033117"	"Insulin glulisine 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"06010101"	"Insulin"	"Insulin"
"3345841000033110"	"Apidra 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"3345941000033119"	"Apidra 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"3852741000033110"	"Comfort Point  Needles for insulin pens  6 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"3852841000033117"	"Comfort Point  Needles for insulin pens  8 mm/31 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"3852941000033113"	"Comfort Point  Needles for insulin pens  12 mm/29 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"3869341000033114"	"Lantus 100units/ml solution for injection 3ml OptiClik cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"3890941000033116"	"Metformin Hydrochloride  Sugar free suspension  500 mg/5 ml"	NA	NA	"Metformin"	NA	NA	"Metformin"	"Metformin"
"3914241000033112"	"Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"06010101"	"Insulin"	"Insulin"
"3914341000033119"	"Apidra Optiset  Pre-filled Disposable Pen  100 units/ml, 3 ml pen"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"3922641000033111"	"Humalog Mix50 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"3938341000033116"	"Exubera  Insulin Release Units  box of 6"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"3945141000033114"	"Exubera 1mg inhalation powder blisters"	"Inhalation powder"	"Inhalation"	"Insulin"	"1.000mg"	NA	"Insulin"	"Insulin"
"3945241000033119"	"Exubera 3mg inhalation powder blisters"	"Inhalation powder"	"Inhalation"	"Insulin"	"3.000mg"	NA	"Insulin"	"Insulin"
"3953041000033113"	"Gliclazide 80mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Gliclazide"	"16.000mg/1.000ml"	"06010201"	"Gliclazide"	"Sulfonylureas"
"3963941000033117"	"Apidra 100units/ml solution for injection 3ml OptiClik cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"3982341000033110"	"Metformin 500mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Metformin"	"100.000mg/1.000ml"	"06010202"	"Metformin"	"Metformin"
"3982441000033116"	"Metsol 500mg/5ml oral solution"	"Oral solution"	"Oral"	"Metformin"	"100.000mg/1.000ml"	NA	"Metformin"	"Metformin"
"3983941000033115"	"Pioglitazone 15mg / Metformin 850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin/Pioglitazone"	"850.000mg + 15.000mg"	"06010203"	"Metformin/Pioglitazone"	"Metformin, Other"
"3984241000033114"	"Competact 15mg/850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin/Pioglitazone"	"850.000mg + 15.000mg"	NA	"Metformin/Pioglitazone"	"Metformin, Other"
"3993941000033119"	"Prandin 0.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Repaglinide"	"500.000microgram"	NA	"Repaglinide"	"Other"
"3994041000033117"	"Prandin 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Repaglinide"	"1.000mg"	NA	"Repaglinide"	"Other"
"3994141000033118"	"Prandin 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Repaglinide"	"2.000mg"	NA	"Repaglinide"	"Other"
"4126541000033110"	"Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"4128441000033113"	"NovoFine Autocover hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"4133241000033117"	"Sitagliptin 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sitagliptin"	"100.000mg"	"06010203"	"Sitagliptin"	"DPP-4is"
"4133341000033110"	"Januvia 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sitagliptin"	"100.000mg"	NA	"Sitagliptin"	"DPP-4is"
"4138941000033118"	"OptiClik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"4139041000033110"	"OptiClik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"4149341000033111"	"Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Exenatide"	"250.000microgram/1.000ml"	"06010203"	"Exenatide"	"GLP-1RAs"
"4149441000033117"	"Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Exenatide"	"250.000microgram/1.000ml"	"06010203"	"Exenatide"	"GLP-1RAs"
"4149541000033116"	"Byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Exenatide"	"250.000microgram/1.000ml"	NA	"Exenatide"	"GLP-1RAs"
"4149641000033115"	"Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Exenatide"	"250.000microgram/1.000ml"	NA	"Exenatide"	"GLP-1RAs"
"4258541000033111"	"Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"4258641000033112"	"Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"4269741000033117"	"Vildagliptin 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Vildagliptin"	"50.000mg"	"06010203"	"Vildagliptin"	"DPP-4is"
"4269941000033119"	"Galvus 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Vildagliptin"	"50.000mg"	NA	"Vildagliptin"	"DPP-4is"
"4270841000033113"	"Human Actrapid  Injection  500 units/ml, 10 ml vial"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"4405741000033115"	"HumaPen Luxura HD hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"4423041000033114"	"Humulin R 500units/ml solution for injection 20ml vials"	"Solution for injection"	"Intramuscular"	"Insulin"	"500.000unit/1.000ml + 500.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"4452341000033119"	"Vildagliptin 50mg / Metformin 850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Vildagliptin/Metformin"	"850.000mg + 50.000mg"	"06010203"	"Vildagliptin/Metformin"	"DPP-4is, Metformin"
"4452441000033113"	"Vildagliptin 50mg / Metformin 1g tablets"	"Tablet/ Oral Tablet"	"Oral"	"Vildagliptin/Metformin"	"1.000gram + 50.000mg"	"06010203"	"Vildagliptin/Metformin"	"DPP-4is, Metformin"
"4452541000033114"	"Eucreas 50mg/1000mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Vildagliptin/Metformin"	"1.000gram + 50.000mg"	NA	"Vildagliptin/Metformin"	"DPP-4is, Metformin"
"4452641000033110"	"Eucreas 50mg/850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Vildagliptin/Metformin"	"850.000mg + 50.000mg"	NA	"Vildagliptin/Metformin"	"DPP-4is, Metformin"
"4549141000033118"	"Metformin 750mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"750.000mg"	"06010202"	"Metformin"	"Metformin"
"4549241000033113"	"Glucophage SR 750mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"750.000mg"	NA	"Metformin"	"Metformin"
"4597041000033115"	"NovoPen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"4597141000033116"	"NovoPen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"4608541000033115"	"Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"4608641000033119"	"Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25.000unit/1.000ml + 25.000unit/1.000ml + 75.000unit/1.000ml + 75.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"4608741000033111"	"Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"4825441000033110"	"TS-A Safety hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"4941241000033119"	"Nazdol MR 30mg tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30.000mg"	NA	"Gliclazide"	"Sulfonylureas"
"4945241000033117"	"Metformin 1g modified-release tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	"06010202"	"Metformin"	"Metformin"
"4945341000033110"	"Glucophage SR 1000mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"	"Metformin"
"4957741000033118"	"Bolamyn SR 500mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"	"Metformin"
"5007641000033119"	"Metformin 500mg oral powder sachets sugar free"	"Powder for oral solution/ Powder"	"Oral"	"Metformin"	"500.000mg"	"06010202"	"Metformin"	"Metformin"
"5007741000033111"	"Metformin 1g oral powder sachets sugar free"	"Powder for oral solution/ Powder"	"Oral"	"Metformin"	"1.000gram"	"06010202"	"Metformin"	"Metformin"
"5007841000033118"	"Glucophage 500mg oral powder sachets"	"Powder for oral solution/ Powder"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"	"Metformin"
"5007941000033114"	"Glucophage 1000mg oral powder sachets"	"Powder for oral solution/ Powder"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"	"Metformin"
"5079841000033118"	"HumaPen Memoir hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5131241000033110"	"Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Liraglutide"	"6.000mg/1.000ml"	"06010203"	"Liraglutide"	"GLP-1RAs"
"5131341000033117"	"Victoza 6mg/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Liraglutide"	"6.000mg/1.000ml"	NA	"Liraglutide"	"GLP-1RAs"
"5132241000033116"	"Janumet 50mg/1000mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sitagliptin/Metformin"	"1.000gram + 50.000mg"	NA	"Sitagliptin/Metformin"	"DPP-4is, Metformin"
"5316641000033118"	"Saxagliptin 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Saxagliptin"	"5.000mg"	"06010203"	"Saxagliptin"	"DPP-4is"
"5316741000033110"	"Onglyza 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Saxagliptin"	"5.000mg"	NA	"Saxagliptin"	"DPP-4is"
"5378141000033117"	"Dacadis MR 30mg tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"30.000mg"	NA	"Gliclazide"	"Sulfonylureas"
"5403541000033118"	"Humalog Mix25 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25.000unit/1.000ml + 25.000unit/1.000ml + 75.000unit/1.000ml + 75.000unit/1.000ml"	NA	"Insulin"	"Insulin"
"5440141000033112"	"HumaPen Luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5440641000033119"	"HumaPen Luxura hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5576041000033115"	"Metformin 1g / Sitagliptin 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Sitagliptin/Metformin"	"1.000gram + 50.000mg"	"06010203"	"Sitagliptin/Metformin"	"DPP-4is, Metformin"
"5697241000033112"	"Bd-Microfine +  Needles for insulin pens  4 mm/32 gauge"	NA	NA	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5709141000033115"	"Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5709241000033110"	"Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5709341000033117"	"Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5709441000033111"	"Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5709541000033112"	"Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5709641000033113"	"Hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5709741000033116"	"Gliclazide 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Gliclazide"	"40.000mg"	"06010201"	"Gliclazide"	"Sulfonylureas"
"5709841000033114"	"Zicron 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Gliclazide"	"40.000mg"	NA	"Gliclazide"	"Sulfonylureas"
"5709941000033118"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"21010900"	"Insulin"	"Insulin"
"5710041000033114"	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"21010900"	"Insulin"	"Insulin"
"5732041000033119"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5732141000033115"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
"5732441000033111"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"	"Insulin"
