"medcodeid"	"term"
"12116461000006113"	"did not commence remote structured diabetes education and support programme"
"12117381000006110"	"referral for diabetic care"
"12121371000006111"	"diabetes structured education programme offered"
"12166111000006116"	"retinopathy due to diabetes mellitus"
"12180791000006114"	"diabetic lumbosacral plexopathy"
"12185421000006113"	"polyneuropathy due to diabetes mellitus"
"12189891000006110"	"pdr - proliferative diabetic retinopathy"
"12224731000006112"	"moderate non-proliferative diabetic retinopathy"
"12224761000006115"	"severe npdr (nonproliferative diabetic retinopathy)"
"12224911000006115"	"focal exudative diabetic maculopathy"
"12300391000006115"	"macular oedema not clinically significant with diabetes mellitus"
"12363701000006117"	"gastroparesis with diabetes mellitus"
"12489821000006114"	"diabetes key contact"
"12490031000006110"	"patient offered diabetes structured education programme"
"12623631000006115"	"referral to online diabetes structured education programme"
"12623641000006113"	"referral to help-diabetes (healthy living for people with diabetes) online self-management programme"
"12626341000006114"	"qof (quality and outcomes framework) diabetes mellitus quality indicator-related care invitation"
"12702381000006118"	"diabetic oculopathy due to type i diabetes mellitus"
"12704401000006110"	"diabetic oculopathy"
"12704411000006113"	"peripheral circulatory disorder associated with diabetes mellitus"
"12704971000006113"	"neurologic disorder associated with type 2 diabetes mellitus"
"12704991000006114"	"ketoacidotic coma in type 2 diabetes mellitus"
"12705021000006112"	"clinically significant macular oedema of right eye due to diabetes mellitus"
"12705071000006113"	"gastroparesis due to type 1 diabetes mellitus"
"12705081000006111"	"gastroparesis due to type 2 diabetes mellitus"
"12734341000006113"	"qof (quality and outcomes framework) diabetes mellitus quality indicator-related care invitation using preferred method of communication"
"12734741000006114"	"registration for access to online diabetes self-management application"
"12734771000006118"	"declined to register for access to online diabetes self-management application"
"13488541000006117"	"nonproliferative retinopathy of left eye due to diabetes mellitus"
"13488551000006115"	"nonproliferative retinopathy of right eye due to diabetes mellitus"
"13767911000006119"	"disorder of eye due to diabetes mellitus"
"13790061000006119"	"neuropathic ulcer of foot due to diabetes mellitus"
"13790071000006114"	"neuropathic arthropathy due to diabetes mellitus"
"13791991000006116"	"proteinuric nephropathy due to diabetes mellitus"
"13810171000006113"	"vitreous haemorrhage due to diabetes mellitus"
"13810181000006111"	"macular oedema due to diabetes mellitus"
"13832391000006118"	"infection of foot due to diabetes mellitus"
"13833601000006113"	"hyperosmolar coma due to diabetes mellitus"
"13949561000006119"	"no diabetic retinopathy of left eye"
"13949591000006110"	"no diabetic retinopathy of right eye"
"13949611000006116"	"no maculopathy of left eye due to diabetes mellitus"
"13949621000006112"	"no diabetic maculopathy of left eye"
"13949641000006117"	"no maculopathy of right eye due to diabetes mellitus"
"13949651000006115"	"no diabetic maculopathy of right eye"
"13949711000006112"	"diabetic maculopathy of bilateral eyes present"
"13953211000006119"	"ulcer of left foot due to diabetes mellitus"
"13953411000006118"	"at low risk of ulcer of right foot due to diabetes mellitus"
"13953421000006114"	"at low risk of ulcer of left foot due to diabetes mellitus"
"13966631000006113"	"newly diagnosed type 1 diabetes mellitus"
"14015311000006110"	"coronary artery disease due to type 2 diabetes mellitus"
"14056961000006112"	"ketoacidotic coma due to diabetes mellitus"
"14057771000006116"	"lumbosacral radiculoplexus neuropathy due to diabetes mellitus"
"14057821000006112"	"radiculoplexus neuropathy due to diabetes mellitus"
"14058781000006117"	"autonomic neuropathy due to diabetes mellitus"
"14059421000006119"	"proliferative retinopathy due to diabetes mellitus"
"14060651000006114"	"complication due to diabetes mellitus"
"14070771000006115"	"loss of hypoglycaemic warning due to diabetes mellitus"
"14071211000006113"	"multiple complications due to type 2 diabetes mellitus"
"14071331000006110"	"chronic painful neuropathy due to diabetes mellitus"
"14071341000006117"	"asymptomatic neuropathy due to diabetes mellitus"
"14071361000006118"	"preproliferative retinopathy due to diabetes mellitus"
"14071371000006113"	"advanced maculopathy due to diabetes mellitus"
"14071441000006113"	"cellulitis of foot due to diabetes mellitus"
"14071551000006111"	"ischaemic ulcer of foot due to diabetes mellitus"
"14072461000006116"	"neuropathy due to diabetes mellitus"
"14072591000006111"	"disorder of macula due to diabetes mellitus"
"14072621000006113"	"traction detachment of retina due to diabetes mellitus"
"14073071000006111"	"severe hyperglycaemia due to diabetes mellitus"
"14073081000006114"	"hypoglycaemic event due to diabetes"
"14073091000006112"	"hypoglycaemia due to diabetes mellitus"
"14073101000006118"	"nocturnal hypoglycaemia due to diabetes mellitus"
"14077381000006115"	"hyperosmolar non-ketotic state due to diabetes mellitus"
"14077471000006114"	"advanced retinal disease due to diabetes mellitus"
"14077691000006113"	"mild nonproliferative retinopathy due to diabetes mellitus"
"14077701000006113"	"moderate nonproliferative retinopathy due to diabetes mellitus"
"14077711000006111"	"severe nonproliferative retinopathy due to diabetes mellitus"
"14077721000006115"	"non-high-risk proliferative retinopathy due to diabetes mellitus"
"14077861000006116"	"focal exudative maculopathy due to diabetes mellitus"
"14079681000006115"	"nonproliferative retinopathy due to diabetes mellitus"
"14079871000006119"	"hyperosmolar non-ketotic state due to type 2 diabetes mellitus"
"14083741000006114"	"ketoacidosis due to type 1 diabetes mellitus"
"14083771000006118"	"exudative maculopathy due to type 1 diabetes mellitus"
"14083781000006115"	"persistent proteinuria due to type 1 diabetes mellitus"
"14083811000006118"	"persistent microalbuminuria due to type 2 diabetes mellitus"
"14083831000006112"	"retinopathy due to type 1 diabetes mellitus"
"14083901000006110"	"persistent microalbuminuria due to type 1 diabetes mellitus"
"14083911000006113"	"disorder of nervous system due to type 2 diabetes mellitus"
"14083931000006119"	"hypoglycaemic coma due to type 1 diabetes mellitus"
"14083941000006112"	"disorder of nervous system due to type 1 diabetes mellitus"
"14083961000006111"	"gangrene due to type 2 diabetes mellitus"
"14083991000006115"	"ketoacidosis due to type 2 diabetes mellitus"
"14084041000006114"	"persistent proteinuria due to type 2 diabetes mellitus"
"14084061000006113"	"retinopathy due to type 2 diabetes mellitus"
"14084091000006117"	"disorder of nervous system due to diabetes mellitus"
"14084101000006111"	"disorder of eye due to type 2 diabetes mellitus"
"14084121000006118"	"skin ulcer due to diabetes mellitus"
"14085781000006119"	"macroalbuminuric nephropathy due to diabetes mellitus"
"14090011000006118"	"hypoglycaemic coma due to type 2 diabetes mellitus"
"14092431000006119"	"disorder of right macula due to diabetes mellitus"
"14092441000006112"	"disorder of left macula due to diabetes mellitus"
"14092491000006115"	"erectile dysfunction due to diabetes mellitus"
"14233341000006113"	"diabetes care plan"
