prodcodeid	productname
12573641000033115	4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge
12573741000033112	4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
12573841000033119	4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
12573941000033110	4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge
12574041000033112	4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
12574141000033111	4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge
12574241000033116	4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge
12593141000033115	Yaltormin SR 500mg tablets
12593241000033110	Yaltormin SR 750mg tablets
12593341000033117	Yaltormin SR 1000mg tablets
12600741000033116	Insulin lispro Sanofi 100units/ml solution for injection 10ml vials
12600841000033114	Insulin lispro Sanofi 100units/ml solution for injection 3ml cartridges
12600941000033118	Insulin lispro Sanofi 100units/ml solution for injection 3ml pre-filled pens
12624241000033111	Insulin soluble porcine 100units/ml solution for injection 10ml vials
12664441000033115	Metuxtan SR 500mg tablets
12686641000033112	Semglee 100units/ml solution for injection 3ml pre-filled pens
12711741000033115	Microdot Max Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge
12876141000033116	Semaglutide 1mg/0.74ml solution for injection 3ml pre-filled disposable devices
12876241000033111	Semaglutide 0.25mg/0.19ml solution for injection 1.5ml pre-filled disposable devices
12876341000033118	Semaglutide 0.5mg/0.37ml solution for injection 1.5ml pre-filled disposable devices
12876441000033112	Ozempic 1mg/0.74ml solution for injection 3ml pre-filled pens
12876541000033113	Ozempic 0.25mg/0.19ml solution for injection 1.5ml pre-filled pens
12876641000033114	Ozempic 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens
12880941000033111	Ertugliflozin 5mg tablets
12881041000033118	Ertugliflozin 15mg tablets
12881141000033119	Steglatro 5mg tablets
12881241000033114	Steglatro 15mg tablets
12902541000033110	Suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled SoloStar pens
12902641000033111	Suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled SoloStar pens
12902741000033119	Insulin glargine 100units/ml / Lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices
12902841000033112	Insulin glargine 100units/ml / Lixisenatide 50micrograms/ml solution for injection 3ml pre-filled disposable devices
12998741000033119	Insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices
12998841000033112	Toujeo 300units/ml solution for injection 3ml pre-filled DoubleStar pens
12998941000033116	Gliclazide 160mg tablets
12999041000033113	Glydex 160mg tablets
13027441000033117	GlucoRx Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge
13027541000033116	GlucoRx Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge
13106641000033118	Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
13106741000033110	Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
13116741000033112	Empagliflozin 10mg / Linagliptin 5mg tablets
13116841000033119	Empagliflozin 25mg / Linagliptin 5mg tablets
13116941000033110	Glyxambi 10mg/5mg tablets
13117041000033111	Glyxambi 25mg/5mg tablets
13122541000033112	Glibenclamide 600micrograms/ml oral suspension sugar free
13122741000033116	Amglidia 0.6mg/ml oral suspension with 1ml oral syringe
13155741000033112	Microdot Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge
13291741000033116	Microdot Dual Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge
13345341000033117	Lamzarin 60mg modified-release tablets
13426141000033118	Ateria Safecontrol Safety  Needles for insulin pens  5 mm/30 gauge
13426241000033113	Ateria Safecontrol Safety  Needles for insulin pens  8 mm/30 gauge
13427341000033118	Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices
13427441000033112	Bydureon 2mg powder and solvent for prolonged-release suspension for injection pre-filled pens
13427541000033113	Exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices
13427641000033114	Bydureon BCise 2mg/0.85ml prolonged-release suspension for injection pre-filled pens
13429041000033112	Sukkarto SR 750mg tablets
13600541000033118	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
13600741000033114	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
13600941000033112	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
13601241000033110	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge
13601341000033117	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge
13601541000033112	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge
13601641000033113	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge
13602141000033111	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge
13604741000033119	Lyumjev Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens
13604841000033112	Lyumjev KwikPen 100units/ml solution for injection 3ml pre-filled pens
13604941000033116	Lyumjev KwikPen 200units/ml solution for injection 3ml pre-filled pens
13605041000033116	Lyumjev 100units/ml solution for injection 3ml cartridges
13605141000033117	Lyumjev 100units/ml solution for injection 10ml vials
13606641000033119	Glucorex SR 500mg tablets
13712241000033110	Semaglutide 3mg tablets
13712341000033117	Semaglutide 7mg tablets
13712441000033111	Semaglutide 14mg tablets
13712541000033112	Rybelsus 3mg tablets
13712641000033113	Rybelsus 7mg tablets
13712741000033116	Rybelsus 14mg tablets
13753141000033118	Dulaglutide 3mg/0.5ml solution for injection pre-filled disposable devices
13753241000033113	Dulaglutide 4.5mg/0.5ml solution for injection pre-filled disposable devices
13753341000033115	Trulicity 3mg/0.5ml solution for injection pre-filled pens
13753441000033114	Trulicity 4.5mg/0.5ml solution for injection pre-filled pens
13803041000033110	Metformin 1g tablets
13828541000033119	Axpinet 500mg tablets
13828641000033118	Axpinet 850mg tablets
13847941000033112	Ateria Safecontrol Safety  Needles for insulin pens  4 mm/32 gauge
13861141000033114	Trurapi 100units/ml solution for injection 3ml cartridges
13861241000033119	Trurapi 100units/ml solution for injection 3ml pre-filled Solostar pens
13906641000033115	Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
13907241000033115	Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
13908241000033119	Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
13908341000033112	Klinion Soft Fine Plus Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge
13911841000033112	Admelog 100units/ml solution for injection 10ml vials
13911941000033116	Admelog 100units/ml solution for injection 3ml cartridges
13912041000033110	Admelog 100units/ml solution for injection 3ml pre-filled pens
13939841000033118	Trurapi 100units/ml solution for injection 10ml vials
14002541000033110	Abasaglar Tempo Pen 100units/ml solution for injection 3ml pre-filled pens
14004241000033116	Humalog Tempo Pen 100units/ml solution for injection 3ml pre-filled pens
14008641000033114	NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
14008741000033117	NovoPen 6 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
14008841000033110	NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units
14008941000033119	NovoPen Echo Plus hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units
14018041000033118	Jesacrin 1000mg modified-release tablets
14026841000033115	Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
14027041000033112	Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge
14027141000033111	Unifine SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge
14035241000033111	Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge
14035641000033114	GlucoRx Dual-Safe Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
14041441000033111	Lyumjev Tempo Pen 100units/ml solution for injection 3ml pre-filled pens
14115141000033116	GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
14115241000033111	GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
14115341000033118	GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
14115441000033112	GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge
14116341000033114	Tirzepatide 2.5mg/0.5ml solution for injection pre-filled disposable devices
14116441000033115	Tirzepatide 5mg/0.5ml solution for injection pre-filled disposable devices
14116541000033119	Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens
14116641000033118	Mounjaro 5mg/0.5ml solution for injection pre-filled pens
14121441000033118	Sitagliptin 100mg/5ml oral solution sugar free
14142841000033114	BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
14147341000033119	Apollo Pro-Shield Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge
14147441000033113	Apollo Pro-Shield Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge
14219541000033113	Sitagliptin 125mg/5ml oral solution sugar free
14225141000033110	NovoFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
14237541000033113	Semaglutide 0.25mg/0.37ml solution for injection 1.5ml pre-filled disposable devices
14237641000033114	Semaglutide 1.7mg/0.75ml solution for injection 3ml pre-filled disposable devices
14237741000033117	Semaglutide 2.4mg/0.75ml solution for injection 3ml pre-filled disposable devices
14237841000033110	Wegovy FlexTouch 0.25mg/0.37ml solution for injection 1.5ml pre-filled pens
14237941000033119	Wegovy FlexTouch 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens
14238041000033116	Wegovy FlexTouch 1.7mg/0.75ml solution for injection 3ml pre-filled pens
14238141000033117	Wegovy FlexTouch 1mg/0.75ml solution for injection 3ml pre-filled pens
14238241000033112	Wegovy FlexTouch 2.4mg/0.75ml solution for injection 3ml pre-filled pens
14238441000033113	Semaglutide 1mg/0.75ml solution for injection 3ml pre-filled disposable devices
14256541000033111	Jesacrin 500mg modified-release tablets
14278341000033117	Rudimet 1000mg prolonged-release tablets
14280241000033119	Apollo Pro-Shield Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge
14283841000033114	Tirzepatide 2.5mg/0.6ml solution for injection 2.4ml pre-filled disposable devices
14283941000033118	Tirzepatide 5mg/0.6ml solution for injection 2.4ml pre-filled disposable devices
14284041000033116	Tirzepatide 7.5mg/0.6ml solution for injection 2.4ml pre-filled disposable devices
14284141000033117	Tirzepatide 10mg/0.6ml solution for injection 2.4ml pre-filled disposable devices
14284241000033112	Tirzepatide 12.5mg/0.6ml solution for injection 2.4ml pre-filled disposable devices
14284341000033119	Tirzepatide 15mg/0.6ml solution for injection 2.4ml pre-filled disposable devices
14284541000033114	Mounjaro KwikPen 2.5mg/0.6ml solution for injection 2.4ml pre-filled pens
14284741000033118	Mounjaro KwikPen 5mg/0.6ml solution for injection 2.4ml pre-filled pens
14284841000033111	Mounjaro KwikPen 7.5mg/0.6ml solution for injection 2.4ml pre-filled pens
14284941000033115	Mounjaro KwikPen 10mg/0.6ml solution for injection 2.4ml pre-filled pens
14285041000033115	Mounjaro KwikPen 12.5mg/0.6ml solution for injection 2.4ml pre-filled pens
14285141000033116	Mounjaro KwikPen 15mg/0.6ml solution for injection 2.4ml pre-filled pens
14439341000033110	GlucoRx Dual-Safe Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge
14454541000033117	Metformin 850mg modified-release tablets
14454641000033116	Glucophage SR 850mg tablets
14776341000033113	Diavic 6mg/ml solution for injection 3ml pre-filled pens
14778941000033113	Apollo BV Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
14854541000033112	Zegluxen 6mg/ml solution for injection 3ml pre-filled pens
14854741000033116	Nevolat 6mg/ml solution for injection 3ml pre-filled pens
14854841000033114	Biolide 6mg/ml solution for injection 3ml pre-filled pens
14868841000033113	Rudimet 500mg prolonged-release tablets
14876441000033116	Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge
