"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"Psychotropic"	"group"	"database"
"29948"	"Stelazine Forte 1mg/ml oral solution (Mercury Pharma Group Ltd)"	"Oral solution"	"Oral"	"Trifluoperazine"	"1mg/1ml"	"Trifluoperazine"	"Antipsychotics"	"Gold"
"89257"	"Citalopram 20mg tablets (Crescent Pharma Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"20mg"	"Citalopram"	"Antidepressants"	"Gold"
"7479"	"Stelazine 1mg/ml Injection (Goldshield Pharmaceuticals Ltd)"	"Injection"	"Intramuscular"	"Trifluoperazine"	"1mg/ml"	"Trifluoperazine"	"Antipsychotics"	"Gold"
"9558"	"Xepin 5% Cream (Bioglan Laboratories Ltd)"	"Cutaneous cream"	"Cutaneous"	"Doxepin"	"50mg/1gram"	"Doxepin"	"Antidepressants"	"Gold"
"59035"	"Venlablue XL 37.5mg capsules (Zentiva Pharma UK Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"37.5mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"18175"	"Flupentixol 100mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"100mg/1ml"	"Flupentixol"	"Antipsychotics"	"Gold"
"87875"	"Sertraline 150mg tablets"	"Oral tablet"	"Oral"	"Sertraline"	"150mg"	"Sertraline"	"Antidepressants"	"Gold"
"2093"	"Gamanil 70mg tablets (Merck Serono Ltd)"	"Oral tablet"	"Oral"	"Lofepramine"	"70mg"	"Lofepramine"	"Antidepressants"	"Gold"
"46705"	"Abilify 9.75mg/1.3ml solution for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Solution for injection"	"Intramuscular"	"Aripiprazole"	"7.5mg/1ml"	"Aripiprazole"	"Antipsychotics"	"Gold"
"59694"	"Mirtazapine 30mg orodispersible tablets (Phoenix Healthcare Distribution Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"30mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"88559"	"Venlafaxine 75mg modified-release capsules (Krka UK Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"47365"	"Anquil 250microgram tablets (Neon Healthcare Ltd)"	"Oral tablet"	"Oral"	"Benperidol"	"250microgram"	"Benperidol"	"Antipsychotics"	"Gold"
"61083"	"Levomepromazine 25mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"Levomepromazine"	"25mg/1ml"	"Levomepromazine"	"Antipsychotics"	"Gold"
"57863"	"Lamotrigine 50mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"50mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"87786"	"Aripiprazole 30mg tablets (Milpharm Ltd)"	"Oral tablet"	"Oral"	"Aripiprazole"	"30mg"	"Aripiprazole"	"Antipsychotics"	"Gold"
"2617"	"Venlafaxine 50mg tablets"	"Oral tablet"	"Oral"	"Venlafaxine"	"50mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"89620"	"Quetiapine 100mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Quetiapine"	"100mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"55622"	"Olanzapine 10mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"10mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"34603"	"Citalopram 40mg tablets (Viatris UK Healthcare Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"40mg"	"Citalopram"	"Antidepressants"	"Gold"
"37306"	"Sodium valproate 200mg/5ml Oral solution (Sterwin Medicines)"	"Oral solution"	"Oral"	"Valproate"	"40mg/1ml"	"Valproate"	"Mood Stabilisers"	"Gold"
"41732"	"Promazine 50mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Promazine"	"50mg"	"Promazine"	"Antipsychotics"	"Gold"
"77229"	"Amitriptyline 10mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Amitriptyline"	"2mg/1ml"	"Amitriptyline"	"Antidepressants"	"Gold"
"85369"	"Sertraline 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Sertraline"	"1mg/1ml"	"Sertraline"	"Antidepressants"	"Gold"
"89831"	"Contulen 50mg tablets (HFA Healthcare Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"50mg"	"Sertraline"	"Antidepressants"	"Gold"
"32848"	"Citalopram 10mg tablets (Actavis UK Ltd)"	"Oral tablet"	"Oral"	"Citalopram"	"10mg"	"Citalopram"	"Antidepressants"	"Gold"
"60804"	"Lamotrigine 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Lamotrigine"	"10mg/1ml"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"36893"	"Fluoxetine 20mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Fluoxetine"	"4mg/1ml"	"Fluoxetine"	"Antidepressants"	"Gold"
"7918"	"Moditen 2.5mg tablets (Sanofi)"	"Oral tablet"	"Oral"	"Fluphenazine"	"2.5mg"	"Fluphenazine"	"Antipsychotics"	"Gold"
"86466"	"Sertraline 100mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"100mg"	"Sertraline"	"Antidepressants"	"Gold"
"12356"	"LARGACTIL 50 MG INJ"	"Solution for injection"	"Intramuscular"	"Chlorpromazine"	NA	"Chlorpromazine"	"Antipsychotics"	"Gold"
"18024"	"Zyprexa 5mg tablets (Neon Healthcare Ltd)"	"Oral tablet"	"Oral"	"Olanzapine"	"5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"51178"	"Quetiapine 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine"	"10mg/1ml"	"Quetiapine"	"Antipsychotics"	"Gold"
"14576"	"Zuclopenthixol acetate 50mg/ml oily injection"	"Oily Injection"	"Intramuscular"	"Zuclopenthixol"	"50mg/ml"	"Zuclopenthixol"	"Antipsychotics"	"Gold"
"76775"	"Olanzapine 2.5mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"2.5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"77098"	"Risperidone 2mg tablets (Dexcel-Pharma Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"2mg"	"Risperidone"	"Antipsychotics"	"Gold"
"24152"	"Amitriptyline 10mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"10mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"51699"	"Venlafaxine 37.5mg/5ml oral solution"	"Oral solution"	"Oral"	"Venlafaxine"	"7.5mg/1ml"	"Venlafaxine"	"Antidepressants"	"Gold"
"73439"	"Quetiapine 150mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine"	"30mg/1ml"	"Quetiapine"	"Antipsychotics"	"Gold"
"12340"	"Piportil 50mg/ml Depot injection (JHC Healthcare Ltd)"	"Depot Injection"	"Intramuscular Deep Injection Gluteal Muscle"	"Pipotiazine"	"50mg/ml"	"Pipotiazine"	"Antipsychotics"	"Gold"
"69712"	"Amitriptyline 50mg tablets (Sigma Pharmaceuticals Plc)"	"Oral tablet"	"Oral"	"Amitriptyline"	"50mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"5039"	"Quetiapine 100mg tablets"	"Oral tablet"	"Oral"	"Quetiapine"	"100mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"2079"	"Lamotrigine 25mg tablets"	"Oral tablet"	"Oral"	"Lamotrigine"	"25mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"4195"	"Epilim 100mg crushable tablets (Sanofi)"	"Oral tablet"	"Oral"	"Valproate"	"100mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"89424"	"Amitriptyline 50mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Amitriptyline"	"50mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"74819"	"Tegretol Prolonged Release 400mg tablets (Lexon (UK) Ltd)"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"72018"	"Carbamazepine 100mg/5ml oral suspension sugar free (Accord-UK Ltd)"	"Oral suspension"	"Oral"	"Carbamazepine"	"20mg/1ml"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"68544"	"Mirtazapine 2mg capsules"	"Oral capsule"	"Oral"	"Mirtazapine"	"2mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"73668"	"Paroxetine 20mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Paroxetine"	"20mg"	"Paroxetine"	"Antidepressants"	"Gold"
"20152"	"Escitalopram 10mg/ml oral drops sugar free"	"Oral drops"	"Oral"	"Escitalopram"	"10mg/1ml"	"Escitalopram"	"Antidepressants"	"Gold"
"7833"	"Neulactil 2.5mg Tablet (JHC Healthcare Ltd)"	"Oral tablet"	"Oral"	"Pericyazine"	"2.5mg"	"Pericyazine"	"Antipsychotics"	"Gold"
"20026"	"Domical 25mg Tablet (Berk Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"25mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"12387"	"Haloperidol 20mg tablets"	"Oral tablet"	"Oral"	"Haloperidol"	"20mg"	"Haloperidol"	"Antipsychotics"	"Gold"
"9534"	"Nefazodone Starter pack"	"Starter Pack"	"Oral"	"Nefazodone"	NA	"Nefazodone"	"Antidepressants"	"Gold"
"69941"	"Fluoxetine 10mg capsules (A A H Pharmaceuticals Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"10mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"82346"	"Escitalopram 10mg tablets (Sigma Pharmaceuticals Plc)"	"Oral tablet"	"Oral"	"Escitalopram"	"10mg"	"Escitalopram"	"Antidepressants"	"Gold"
"3605"	"Thioridazine 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Thioridazine"	"5mg/1ml"	"Thioridazine"	"Antipsychotics"	"Gold"
"74864"	"Olanzapine 15mg orodispersible tablets (Teva UK Ltd)"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"15mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"75247"	"Fluoxetine 60mg capsules (Advanz Pharma)"	"Oral capsule"	"Oral"	"Fluoxetine"	"60mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"63403"	"Mirtazapine 30mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Mirtazapine"	"30mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"27616"	"PROTHIADEN"	NA	NA	"Dosulepin"	NA	"Dosulepin"	"Antidepressants"	"Gold"
"26822"	"PROTHIADEN"	NA	NA	"Dosulepin"	NA	"Dosulepin"	"Antidepressants"	"Gold"
"74190"	"Duciltia 60mg gastro-resistant capsules (Pharmathen S.A.)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"60mg"	"Duloxetine"	"Antidepressants"	"Gold"
"7677"	"Allegron 10mg tablets (King Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Nortriptyline"	"10mg"	"Nortriptyline"	"Antidepressants"	"Gold"
"1159"	"Trifluoperazine 2mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Trifluoperazine"	"2mg"	"Trifluoperazine"	"Antipsychotics"	"Gold"
"58664"	"Sertraline 50mg tablets (Viatris UK Healthcare Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"50mg"	"Sertraline"	"Antidepressants"	"Gold"
"89354"	"Fluoxetine 10mg capsules (Teva UK Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"10mg"	"Fluoxetine"	"Antidepressants"	"Gold"
"47361"	"Thioridazine 10mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd)"	"Oral Solution"	"Oral"	"Thioridazine"	"10mg/5ml"	"Thioridazine"	"Antipsychotics"	"Gold"
"84475"	"Chlorpromazine 25mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Chlorpromazine"	"25mg"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"79163"	"Sertraline 50mg tablets (Kent Pharma (UK) Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"50mg"	"Sertraline"	"Antidepressants"	"Gold"
"74855"	"Olanzapine 20mg orodispersible tablets (Teva UK Ltd)"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"20mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"4234"	"Haloperidol 5mg/ml Injection"	"Injection"	"Subcutaneous Infusion"	"Haloperidol"	"5mg/ml"	"Haloperidol"	"Antipsychotics"	"Gold"
"182"	"Tryptizol 10mg/ml Injection (Merck Sharp & Dohme Ltd)"	"Injection"	"Intramuscular"	"Amitriptyline"	"10mg/ml"	"Amitriptyline"	"Antidepressants"	"Gold"
"89680"	"Risperdal 1mg/ml oral solution (DE Pharmaceuticals)"	"Oral solution"	"Oral"	"Risperidone"	"1mg/1ml"	"Risperidone"	"Antipsychotics"	"Gold"
"89407"	"Trazodone 50mg capsules (IVAX Pharmaceuticals UK Ltd)"	"Oral capsule"	"Oral"	"Trazodone"	"50mg"	"Trazodone"	"Antidepressants"	"Gold"
"7910"	"Tofranil 25mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Imipramine"	"25mg"	"Imipramine"	"Antidepressants"	"Gold"
"67631"	"Lamotrigine 5mg dispersible tablets sugar free (PLIVA Pharma Ltd)"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"5mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"68457"	"Sodium valproate 300mg suppositories"	"Suppository"	"Rectal"	"Valproate"	"300mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"87073"	"Seroxat 20mg/10ml liquid (Lexon (UK) Ltd)"	"Oral suspension"	"Oral"	"Paroxetine"	"2mg/1ml"	"Paroxetine"	"Antidepressants"	"Gold"
"2532"	"Surmontil 25mg tablets (Sanofi)"	"Oral tablet"	"Oral"	"Trimipramine"	"25mg"	"Trimipramine"	"Antidepressants"	"Gold"
"54826"	"Sertraline 150mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Sertraline"	"30mg/1ml"	"Sertraline"	"Antidepressants"	"Gold"
"48185"	"Mirtazapine 30mg orodispersible tablets (Almus Pharmaceuticals Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"30mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"34245"	"Clomipramine 25mg capsules (A A H Pharmaceuticals Ltd)"	"Oral capsule"	"Oral"	"Clomipramine"	"25mg"	"Clomipramine"	"Antidepressants"	"Gold"
"82682"	"Mirtazapine 15mg tablets (Relonchem Ltd)"	"Oral tablet"	"Oral"	"Mirtazapine"	"15mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"32899"	"Paroxetine 20mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Paroxetine"	"20mg"	"Paroxetine"	"Antidepressants"	"Gold"
"70420"	"Vencarm XL 150mg capsules (Aspire Pharma Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"150mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"77607"	"Sertraline 10mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Sertraline"	"2mg/1ml"	"Sertraline"	"Antidepressants"	"Gold"
"88474"	"Sertraline 100mg/5ml concentrate for oral solution sugar free (Thame Laboratories Ltd)"	"Concentrate for oral solution"	"Oral"	"Sertraline"	"20mg/1ml"	"Sertraline"	"Antidepressants"	"Gold"
"14578"	"Nortriptyline 30mg / Fluphenazine 1.5mg tablets"	"Oral tablet"	"Oral"	"Fluphenazine/Nortriptyline"	"30mg + 1.5mg"	"Fluphenazine/Nortriptyline"	"Antipsychotics, Antidepressants"	"Gold"
"77988"	"Haloperidol 1.5mg tablets (Crescent Pharma Ltd)"	"Oral tablet"	"Oral"	"Haloperidol"	"1.5mg"	"Haloperidol"	"Antipsychotics"	"Gold"
"65879"	"Amitriptyline 10mg tablets (Sigma Pharmaceuticals Plc)"	"Oral tablet"	"Oral"	"Amitriptyline"	"10mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"15163"	"Edronax 4mg tablets (Pfizer Ltd)"	"Oral tablet"	"Oral"	"Reboxetine"	"4mg"	"Reboxetine"	"Antidepressants"	"Gold"
"500"	"Buccastem 3mg Tablet (Reckitt Benckiser Healthcare (UK) Ltd)"	"Buccal tablet"	"Buccal"	"Prochlorperazine"	"3mg"	"Prochlorperazine"	"Antipsychotics"	"Gold"
"43431"	"Haloperidol 500microgram tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Haloperidol"	"500microgram"	"Haloperidol"	"Antipsychotics"	"Gold"
"62681"	"Dosulepin 75mg tablets (Sandoz Ltd)"	"Oral tablet"	"Oral"	"Dosulepin"	"75mg"	"Dosulepin"	"Antidepressants"	"Gold"
"78278"	"Sertraline 12.5mg tablets"	"Oral tablet"	"Oral"	"Sertraline"	"12.5mg"	"Sertraline"	"Antidepressants"	"Gold"
"86790"	"Paroxetine 20mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Paroxetine"	"4mg/1ml"	"Paroxetine"	"Antidepressants"	"Gold"
"40001"	"Stemetil 5mg/5ml syrup (Sanofi)"	"Oral solution"	"Oral"	"Prochlorperazine"	"1mg/1ml"	"Prochlorperazine"	"Antipsychotics"	"Gold"
"79911"	"Zalasta 2.5mg tablets (Krka UK Ltd)"	"Oral tablet"	"Oral"	"Olanzapine"	"2.5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"16969"	"Yentreve 20mg gastro-resistant capsules (Eli Lilly and Company Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"20mg"	"Duloxetine"	"Antidepressants"	"Gold"
"89437"	"Duloxetine 30mg gastro-resistant capsules (Rivopharm (UK) Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"30mg"	"Duloxetine"	"Antidepressants"	"Gold"
"7023"	"Lamictal 100mg tablets (GlaxoSmithKline UK Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"100mg"	"Lamotrigine"	"Mood Stabilisers"	"Gold"
"81316"	"Prochlorperazine 5mg tablets (Phoenix Healthcare Distribution Ltd)"	"Oral tablet"	"Oral"	"Prochlorperazine"	"5mg"	"Prochlorperazine"	"Antipsychotics"	"Gold"
"66413"	"Sertraline 100mg tablets (Sun Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"100mg"	"Sertraline"	"Antidepressants"	"Gold"
"37800"	"Carbamazepine 200mg Modified-release tablet (Lagap)"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"35488"	"Piportil Depot 100mg/2ml solution for injection ampoules (Sanofi)"	"Solution for injection"	"Intramuscular"	"Pipotiazine"	"50mg/1ml"	"Pipotiazine"	"Antipsychotics"	"Gold"
"4066"	"Tegretol 400mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Oral tablet"	"Oral"	"Carbamazepine"	"400mg"	"Carbamazepine"	"Mood Stabilisers"	"Gold"
"10434"	"Largactil 25mg/5ml Oral solution (Hawgreen Ltd)"	"Oral solution"	"Oral"	"Chlorpromazine"	"5mg/1ml"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"41428"	"Denzapine 200mg tablets (Britannia Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Clozapine"	"200mg"	"Clozapine"	"Antipsychotics"	"Gold"
"21744"	"Anquil 250microgram Tablet (Concord Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Benperidol"	"250microgram"	"Benperidol"	"Antipsychotics"	"Gold"
"88374"	"Venlafaxine 225mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Venlafaxine"	"45mg/1ml"	"Venlafaxine"	"Antidepressants"	"Gold"
"67730"	"Sertraline 50mg tablets (Sun Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"50mg"	"Sertraline"	"Antidepressants"	"Gold"
"4874"	"Molipaxin 50mg capsules (Zentiva Pharma UK Ltd)"	"Oral capsule"	"Oral"	"Trazodone"	"50mg"	"Trazodone"	"Antidepressants"	"Gold"
"3083"	"Mianserin 10mg tablets"	"Oral tablet"	"Oral"	"Mianserin"	"10mg"	"Mianserin"	"Antidepressants"	"Gold"
"82933"	"Quetiapine 600mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"600mg"	"Quetiapine"	"Antipsychotics"	"Gold"
"8831"	"Tryptizol mr 75mg Modified-release capsule (Merck Sharp & Dohme Ltd)"	"Modified-Release Capsule"	"Oral"	"Amitriptyline"	"75mg"	"Amitriptyline"	"Antidepressants"	"Gold"
"88117"	"Chlorpromazine 50mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Oral tablet"	"Oral"	"Chlorpromazine"	"50mg"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"5707"	"Flupentixol 3mg tablets"	"Oral tablet"	"Oral"	"Flupentixol"	"3mg"	"Flupentixol"	"Antipsychotics"	"Gold"
"68876"	"Venlafaxine 75mg modified-release capsules (Mawdsley-Brooks & Company Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"64101"	"Mirtazapine 15mg orodispersible tablets (Accord-UK Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"77076"	"Abilify 5mg tablets (Dowelhurst Ltd)"	"Oral tablet"	"Oral"	"Aripiprazole"	"5mg"	"Aripiprazole"	"Antipsychotics"	"Gold"
"21357"	"Asendis 100mg Tablet (Wyeth Pharmaceuticals)"	"Oral tablet"	"Oral"	"Amoxapine"	"100mg"	"Amoxapine"	"Antidepressants"	"Gold"
"71415"	"Haloperidol 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Haloperidol"	"1mg/1ml"	"Haloperidol"	"Antipsychotics"	"Gold"
"43247"	"Mirtazapine 45mg orodispersible tablets (Genus Pharmaceuticals Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"45mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"1169"	"Prothiaden 25mg capsules (Teofarma S.r.l.)"	"Oral capsule"	"Oral"	"Dosulepin"	"25mg"	"Dosulepin"	"Antidepressants"	"Gold"
"7834"	"Pericyazine 2.5mg tablets"	"Oral tablet"	"Oral"	"Pericyazine"	"2.5mg"	"Pericyazine"	"Antipsychotics"	"Gold"
"90144"	"Olanzapine 5mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Olanzapine"	"5mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"85272"	"Risperidone 250microgram tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"250microgram"	"Risperidone"	"Antipsychotics"	"Gold"
"75525"	"Venlafaxine 37.5mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Venlafaxine"	"37.5mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"47103"	"Olanzapine 15mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"15mg"	"Olanzapine"	"Antipsychotics"	"Gold"
"43248"	"Mirtazapine 15mg orodispersible tablets (Advanz Pharma)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"17877"	"TRIFLUPERIDOL 2 MG TAB"	"Tablet"	"Oral"	"Trifluperidol"	NA	"Trifluperidol"	"Antipsychotics"	"Gold"
"31175"	"Chlorpromazine 25mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Chlorpromazine"	"25mg"	"Chlorpromazine"	"Antipsychotics"	"Gold"
"80820"	"Cipralex 20mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Escitalopram"	"20mg"	"Escitalopram"	"Antidepressants"	"Gold"
"16609"	"Sodium valproate 400mg powder and solvent for solution for injection vials"	"Powder and solvent for solution for injection"	"Intravenous"	"Valproate"	"400mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"75943"	"Prozac 20mg/5ml liquid (Necessity Supplies Ltd)"	"Oral solution"	"Oral"	"Fluoxetine"	"4mg/1ml"	"Fluoxetine"	"Antidepressants"	"Gold"
"74848"	"Sodium valproate 500mg gastro-resistant tablets (Arrow Generics Ltd)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"500mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"73363"	"Doxepin 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Doxepin"	"10mg/1ml"	"Doxepin"	"Antidepressants"	"Gold"
"9759"	"Depakote 500mg gastro-resistant tablets (Sanofi)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"500mg"	"Valproate"	"Mood Stabilisers"	"Gold"
"68680"	"Mirtazapine 15mg orodispersible tablets (Mawdsley-Brooks & Company Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"60538"	"Mirtazapine 30mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Mirtazapine"	"30mg"	"Mirtazapine"	"Antidepressants"	"Gold"
"90197"	"Halkid 200micrograms/ml oral solution (Thame Laboratories Ltd)"	"Oral solution"	"Oral"	"Haloperidol"	"200microgram/1ml"	"Haloperidol"	"Antipsychotics"	"Gold"
"73469"	"Thioridazine 25mg/5ml sugar free Oral solution (Rosemont Pharmaceuticals Ltd)"	"Oral Solution"	"Oral"	"Thioridazine"	"25mg/5ml"	"Thioridazine"	"Antipsychotics"	"Gold"
"488"	"Sertraline 50mg tablets"	"Oral tablet"	"Oral"	"Sertraline"	"50mg"	"Sertraline"	"Antidepressants"	"Gold"
"14519"	"Sinequan 75mg capsules (Pfizer Ltd)"	"Oral capsule"	"Oral"	"Doxepin"	"75mg"	"Doxepin"	"Antidepressants"	"Gold"
"17399"	"Thioridazine 50mg/5ml Oral solution"	"Oral Solution"	"Oral"	"Thioridazine"	"50mg/5ml"	"Thioridazine"	"Antipsychotics"	"Gold"
"80331"	"Venlafaxine 300mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Venlafaxine"	"300mg"	"Venlafaxine"	"Antidepressants"	"Gold"
"90192"	"Escitalopram 5mg tablets (Brown & Burk UK Ltd)"	"Oral tablet"	"Oral"	"Escitalopram"	"5mg"	"Escitalopram"	"Antidepressants"	"Gold"
"51444"	"Risperdal Consta 50mg powder and solvent for prolonged-release suspension for injection vials (Waymade Healthcare Plc)"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"50mg"	"Risperidone"	"Antipsychotics"	"Gold"
"10514"	"Fluphenazine decanoate 100mg/ml Injection"	"Injection"	"Intramuscular Deep Injection Gluteal Muscle"	"Fluphenazine"	"100mg/ml"	"Fluphenazine"	"Antipsychotics"	"Gold"
"33780"	"Modecate 25mg/1ml solution for injection ampoules (Sanofi)"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"25mg/1ml"	"Fluphenazine"	"Antipsychotics"	"Gold"
"12125"	"Sinequan 50mg capsules (Pfizer Ltd)"	"Oral capsule"	"Oral"	"Doxepin"	"50mg"	"Doxepin"	"Antidepressants"	"Gold"
